yaw_group;test;top;file_number;mat_file;yaw_target;yaw_actual_median;cos_gamma;tsr_expected;cp_expected;ct_expected;tsr_median;tsr_welch;cp_median;cp_welch;ct_median;ct_welch;u_inf_glauert_corrected_median;u_inf_glauert_corrected_welch;u_orthogonal_for_performance_median;u_orthogonal_for_performance_welch;omega_median;omega_welch;thrust_median;thrust_welch;power_median;power_welch;torque_median;torque_welch;ct_glauert_reference_median;ct_glauert_reference_welch;blockage_factor_reference_median;blockage_factor_reference_welch;cp_welch_dominant_frequency_hz;cp_welch_dominant_spectrum;ct_welch_dominant_frequency_hz;ct_welch_dominant_spectrum
yaw_minus_30;1;1;5;Results_File_5_TOP_1.mat;-30;-28.799999237060547;0.8660254037844387;8.2;0.2424417161663958;0.6174191787971431;9.433755210376324;9.522734212486636;0.17934124810176671;0.1539579272633022;0.3891721400286839;0.5046652738536583;4.276653707013851;5.502718352467614;3.7036907534628867;4.765493883107808;74.24366304603441;83.89074665616808;2.5963456688362805;4.714165308478282;4.879591872282469;5.510912688001974;0.06574266300750303;0.07422392993263344;0.5863747109473134;0.8073423116146039;1.0676987510210778;1.3730314418600862;12.20703125;0.0030005273681427973;12.20703125;0.1299280709131233
yaw_minus_30;4;5;5;Results_File_5_TOP_5.mat;-30;-29.492998123168945;0.8660254037844387;8.5;0.2328195841105167;0.627342994099444;9.574500648246437;9.791817509051649;0.10965879041284607;0.09723108788561788;0.6952258319528066;0.6173424624971309;4.454193372762134;5.644495841968384;3.857444614180298;4.888276790700257;78.4369476351874;88.62559751399219;5.848887525320373;5.601286539593557;3.3535997644002413;3.796162684493466;0.04275846811767963;0.04839731725052132;0.6979848644784001;0.87301028422415;1.1103646148875272;1.4086149199129732;12.6953125;0.0007484399819327069;12.6953125;0.06876821111327117
yaw_minus_30;7;8;5;Results_File_5_TOP_8.mat;-30;-29.825998306274414;0.8660254037844387;8.8;0.2215101694598935;0.6320635886123881;9.808876051732685;10.146248052939503;0.05914033860395675;0.055718076253241454;0.6429253866421566;0.5897422268289129;4.543460782654728;5.6871982162935835;3.9347524588773224;4.92525813166779;81.99576023549074;92.6465469013178;5.582301896722289;5.4878699222817655;2.0087828194218247;2.243385504084153;0.024497063038617248;0.027359859696850116;0.7357010164840497;0.8939774414860767;1.1329285847967108;1.417327579254008;13.671875;0.00014503471385901936;13.671875;0.029532452308613594
yaw_minus_30;10;11;5;Results_File_5_TOP_11.mat;-30;-28.800579809373424;0.8660254037844387;7.6;0.2569838917494583;0.5892898752092429;8.007699192467575;8.168784295989761;0.28871856517565386;0.2520478912808598;0.47309406154199063;0.54240444515652;5.038432179307347;6.414988519820366;4.363410262525155;5.555543023149972;74.24199842565965;83.88678457056878;4.286037128503645;6.873628181832211;12.607492268588326;14.24218853006451;0.1698146723965902;0.19183408125258467;0.6942918285532139;0.8675035322647906;1.1084545834377688;1.4112587663707863;12.20703125;0.007863200653086662;12.20703125;0.07267801202384444
yaw_minus_30;13;14;5;Results_File_5_TOP_14.mat;-30;-29.78999900817871;0.8660254037844387;7.9;0.2507082883809472;0.603917710048243;8.115028849575562;8.462900958178109;0.21348611148544902;0.1978674327419077;0.4118949392963735;0.5067411239474485;5.275099148215391;6.5499325050721335;4.568369869836182;5.672407942465915;78.74496491144238;88.97755010556175;5.204238583645808;6.754557384906567;10.668885472026528;12.055898863611043;0.1354842070607677;0.15308927339986853;0.7700923135555621;0.915570381030512;1.1599564679200478;1.44106935205825;12.6953125;0.00222789880731022;12.6953125;0.0028687521547355525
yaw_minus_30;16;17;5;Results_File_5_TOP_17.mat;-30;-29.690998077392578;0.8660254037844387;8.2;0.2424417161663958;0.6174191787971431;8.39229157858854;8.879414859982118;0.17023598289159136;0.16244618835131977;0.4693917707410395;0.5144963569113159;5.411992457421519;6.610895944860508;4.686922953216808;5.72520383002473;83.56431504471489;94.41713382699034;5.699544217287515;6.940902129912014;9.085695356086532;10.290048117467192;0.10872707021446512;0.1231372146275769;0.7995010703853092;0.9343546191022759;1.1904230461795902;1.4542341498990474;13.671875;0.0025717759503914544;27.34375;0.0006582447249208713
yaw_minus_30;19;20;5;Results_File_5_TOP_20.mat;-30;-28.74599838256836;0.8660254037844387;7;0.2613071611331977;0.5662553961487662;7.1946907229306145;7.473510170303451;0.3409056084211275;0.31320003352594455;0.6732525728593775;0.6348279424458654;5.602486041723307;7.000584245903081;4.851895236480109;6.062683798285195;74.1444895456531;83.77035242433953;9.199267572388061;8.82531306621474;20.36645122564078;23.00954369441363;0.2747012163538709;0.31033217197373325;0.7065897507369024;0.8577391277063272;1.1150018515684783;1.3953215362113953;12.20703125;0.01150545204855368;12.20703125;0.10337215320892558
yaw_minus_30;22;23;5;Results_File_5_TOP_23.mat;-30;-29.60999870300293;0.8660254037844387;7.3;0.2614334429535168;0.5779554820989141;7.231776481947917;7.734407680600211;0.27502339141916776;0.27223793639109295;0.5862219119700042;0.6089142288323632;5.879954993608304;7.114875103251265;5.092190397573958;6.1616625841690285;78.22761960884606;88.38425433236263;8.20475513270333;8.702909955596402;18.960409393683626;21.44379054319348;0.24240080614865395;0.2741382915426922;0.782129585423926;0.9039943869173499;1.171432422657468;1.4185058028075506;12.6953125;0.0058253973892896885;12.6953125;0.05835019059329212
yaw_minus_30;25;26;5;Results_File_5_TOP_26.mat;-30;-29.51999855041504;0.8660254037844387;7.6;0.2569838917494583;0.5892898752092429;7.363843120572184;8.05367923725402;0.2287263122027241;0.24290444428476327;0.4938728924896907;0.5637567485570613;6.091560269200944;7.188609337868495;5.2754459418119914;6.22551830447615;82.514420479755;93.23433987984181;7.5150634246434365;8.758677369365511;17.71408488741956;20.030494395173623;0.21466660865980083;0.24273411013106222;0.8188998765091022;0.927561275618686;1.2159357856266426;1.4342109390445936;13.671875;0.00338696272883907;13.671875;0.013460507897062445
yaw_minus_30;28;29;5;Results_File_5_TOP_29.mat;-30;-28.718997955322266;0.8660254037844387;6.4;0.2523400498411734;0.5304042160859316;6.5471283446825055;6.799959371779838;0.39564203970945505;0.36465451793312786;0.5092161745264894;0.5752259565843122;6.016335357129863;7.525536323356051;5.210299256960985;6.517305633128886;72.46734259739532;81.88144996879198;7.039863523018217;9.806750283331123;29.463790858813283;33.29025963784137;0.40656907864190384;0.45938881654773217;0.6507794747993588;0.8030632709619235;1.0889911039219906;1.3617702135032357;11.71875;0.01101322164426396;11.71875;0.038944854168312476
