yaw_group;test;top;file_number;mat_file;yaw_target;yaw_actual_median;cos_gamma;tsr_expected;cp_expected;ct_expected;tsr_median;tsr_welch;cp_median;cp_welch;ct_median;ct_welch;u_inf_glauert_corrected_median;u_inf_glauert_corrected_welch;u_orthogonal_for_performance_median;u_orthogonal_for_performance_welch;omega_median;omega_welch;thrust_median;thrust_welch;power_median;power_welch;torque_median;torque_welch;ct_glauert_reference_median;ct_glauert_reference_welch;blockage_factor_reference_median;blockage_factor_reference_welch;cp_welch_dominant_frequency_hz;cp_welch_dominant_spectrum;ct_welch_dominant_frequency_hz;ct_welch_dominant_spectrum
yaw_0;17;18;5;Results_File_5_TOP_18.mat;0;0.3240000009536743;1.0;8.2;0.3755534;0.8282760353597667;8.3936565955233;8.879751584085529;0.219448021119882;0.21049488134531613;0.5641245285324812;0.573819859619758;5.411992457421519;6.610895944860508;5.411992457421519;6.610895944860508;83.56501906479077;94.41682257000006;8.660024673090156;10.126546655401;18.221450218016713;20.603053018091508;0.21807311549700448;0.24654372528590832;0.7995010703853092;0.9343546191022759;1.1904230461795902;1.4542341498990474;13.671875;0.004176166974840341;13.671875;0.004914004653589979
yaw_0;20;21;5;Results_File_5_TOP_21.mat;0;1.125;1.0;7;0.405203;0.7604389013028994;7.194662810343157;7.47316388752648;0.3265740476242572;0.2998908269054718;0.528901265939008;0.5656811010069971;5.602486041723307;7.000584245903081;5.602486041723307;7.000584245903081;74.14194974513211;83.76732232011575;9.355853540471735;11.327316731128914;30.05620253946372;33.951810873148034;0.40540597007386425;0.45792633666794785;0.7065897507369024;0.8577391277063272;1.1150018515684783;1.3953215362113953;12.20703125;0.010381085002477185;24.4140625;0.0014252638796563553
yaw_0;23;24;5;Results_File_5_TOP_24.mat;0;0.26999998092651367;1.0;7.3;0.405279;0.7759218426339445;7.234055204911048;7.7342182785551685;0.27757873826234164;0.27560902247078717;0.555407257880004;0.5825528638256445;5.879954993608304;7.114875103251265;5.879954993608304;7.114875103251265;78.2300660236402;88.3833851430196;10.330275047216535;11.930804581126168;29.5603734468974;33.408428347311585;0.3779004068563826;0.42708279849152747;0.782129585423926;0.9039943869173499;1.171432422657468;1.4185058028075506;12.6953125;0.006013511430649264;12.6953125;0.0030987525479805075
yaw_0;26;27;5;Results_File_5_TOP_27.mat;0;0.2789999842643738;1.0;7.6;0.3982728;0.7909232762190279;7.3635502031243405;8.053963761578009;0.24148791132962022;0.25519729206463687;0.5538721486451195;0.5848194029596153;6.091560269200944;7.188609337868495;6.091560269200944;7.188609337868495;82.51552569220847;93.2314667124673;10.782036762489593;12.223093706260455;28.60411214177543;32.36030630022417;0.34662865047248503;0.39215335452481703;0.8188998765091022;0.927561275618686;1.2159357856266426;1.4342109390445936;13.671875;0.0037828493858667127;13.671875;0.0031763551095559113
yaw_0;29;30;5;Results_File_5_TOP_30.mat;0;1.0529999732971191;1.0;6.4;0.391562;0.7127741696482859;6.545973464924648;6.800839636371521;0.361024717380879;0.33139249937734555;0.5026549124577987;0.5491094333084257;6.016335357129863;7.525536323356051;6.016335357129863;7.525536323356051;72.46586305026676;81.88283262317282;10.42308763482119;12.863864559708468;41.18895342141266;46.549693347321984;0.568310985472579;0.6422130089000581;0.6507794747993588;0.8030632709619235;1.0889911039219906;1.3617702135032357;11.71875;0.009088182859465789;23.92578125;0.0021436456923694057
yaw_plus_30;3;3;5;Results_File_5_TOP_3.mat;30;30.761999130249023;0.8660254037844387;8.2;0.2454164611500326;0.624994874242507;9.358824479352082;9.440317388979203;0.17280374235845627;0.16037068938320742;0.41534104975108815;0.5274760308434359;4.317543744580195;5.5529205370360595;3.739102564757041;4.808970250269556;74.23740132763939;83.88507339145657;3.1008337435270117;5.040166941137224;5.33182110214954;6.027173862029129;0.07182790617385282;0.08120329962368186;0.5863747109473134;0.8073423116146039;1.0676987510210778;1.3730314418600862;12.20703125;0.003810038511634099;12.20703125;0.031141413127886052
yaw_plus_30;6;7;5;Results_File_5_TOP_7.mat;30;30.518999099731445;0.8660254037844387;8.5;0.235574845460937;0.6347671715444079;9.512682734570319;9.722339926304672;0.1259862905446498;0.11119978167676449;0.738604189169543;0.6546238367528626;4.4824481117433965;5.687030788676135;3.881913935915369;4.925113135097785;78.43699850754363;88.62095381664544;5.98101384475477;5.970113186936578;3.950424181061208;4.451203352129903;0.050369172013228714;0.056751210803393216;0.6979848644784001;0.87301028422415;1.1103646148875272;1.4086149199129732;12.6953125;0.0010199059038178378;12.6953125;0.052956291902209365
yaw_plus_30;9;10;5;Results_File_5_TOP_10.mat;30;30.511087048438288;0.8660254037844387;8.8;0.2240417142537208;0.639287172482244;9.721475045164475;10.063427923222278;0.07849853755185446;0.07358367915856023;0.5565407326666418;0.5658131010538981;4.584562771793312;5.734344400166039;3.970347825617408;4.966087924592828;81.99371604531348;92.63991556179879;4.52865436942149;5.572938599920299;2.65985443868182;3.0000417190885504;0.03243212970551321;0.03658778486188513;0.7357010164840497;0.8939774414860767;1.1329285847967108;1.417327579254008;13.671875;0.0002551190104294406;13.671875;0.009894271750253484
yaw_plus_30;12;13;5;Results_File_5_TOP_13.mat;30;30.46549725051849;0.8660254037844387;7.6;0.2603876519050803;0.5970950391192992;7.953239061481714;8.115037166087225;0.2924160140296881;0.2548123310967842;0.5956583563585933;0.5945351556662263;5.07637112038427;6.458663447424963;4.3962663492904515;5.593366619963998;74.2425982003011;83.88809960027886;6.09668956211327;7.3393155485506325;12.972881910972927;14.654460914402373;0.17470937641461826;0.19738005835264885;0.6942918285532139;0.8675035322647906;1.1084545834377688;1.4112587663707863;12.20703125;0.00811336208896947;12.20703125;0.04229316207266376
yaw_plus_30;15;16;5;Results_File_5_TOP_16.mat;30;30.463855122366258;0.8660254037844387;7.9;0.2539020245386662;0.6116109292845264;8.053317883435295;8.402037220484587;0.2243508334917958;0.20775516362712212;0.5598527217751037;0.5737830162111405;5.316190181958633;6.598274173049993;4.603955748925594;5.714273054996053;78.74900912416747;88.97531868995591;5.944760564002711;7.44490180795511;11.468612007597649;12.939438981054458;0.14561584434973807;0.16431557661695323;0.7700923135555621;0.915570381030512;1.1599564679200478;1.44106935205825;12.6953125;0.002395200734603332;12.6953125;0.009610527821139808
yaw_plus_30;18;19;5;Results_File_5_TOP_19.mat;30;30.464998245239258;0.8660254037844387;8.2;0.2454164611500326;0.624994874242507;8.332327406858461;8.812624263596458;0.18142179354931537;0.17392054291885345;0.6214234522681605;0.5934116510740709;5.4520522491458765;6.6609621391458065;4.7216157505204155;5.768562426146605;83.56666055328165;94.41894427574728;7.200713765704352;7.580739669932542;10.030968352598062;11.321279701937911;0.12004503085275539;0.1354764180543074;0.7995010703853092;0.9343546191022759;1.1904230461795902;1.4542341498990474;13.671875;0.002841163062686005;13.671875;0.04309166026872736
yaw_plus_30;21;22;5;Results_File_5_TOP_22.mat;30;30.48299789428711;0.8660254037844387;7;0.2650669764013012;0.574402955805583;7.156146586675524;7.432223939130323;0.3399726199247135;0.3122661329127455;0.5027590149037128;0.5652631942717067;5.63154000550491;7.039205681853859;4.87705670719561;6.096130942949204;74.14072335645598;83.76675644361458;6.737876278208727;8.692399821872138;20.65904897185312;23.34670167641253;0.27865604467484145;0.31490294658393747;0.7065897507369024;0.8577391277063272;1.1150018515684783;1.3953215362113953;12.20703125;0.011332042908930813;24.4140625;0.0014784167915738995
yaw_plus_30;24;25;5;Results_File_5_TOP_25.mat;30;30.457264974713326;0.8660254037844387;7.3;0.2650394214770136;0.5859272818520027;7.195155966034455;7.6922920793288725;0.2811942126510461;0.27983873692745637;0.545095187713055;0.589985200958166;5.912668252685059;7.154757361179198;5.12052091097501;6.196201632694899;78.23110443489306;88.3887649475134;7.655032661495756;9.07370532764943;19.826493229466465;22.378309865693723;0.25343958479324213;0.2860631177574343;0.782129585423926;0.9039943869173499;1.171432422657468;1.4185058028075506;12.6953125;0.006320213459938601;12.6953125;0.009579097999451846
yaw_plus_30;27;28;5;Results_File_5_TOP_28.mat;30;30.419344344735144;0.8660254037844387;7.6;0.2603876519050803;0.5970950391192992;7.31212530697619;7.9994239466363;0.23652808912230763;0.25043878098127015;0.5297474511358355;0.5947348522965911;6.134422369865503;7.237818410262994;5.312565609847066;6.268134611266454;82.52221401180248;93.23893464698835;8.071445358904752;9.192575861957557;18.667255970582758;21.07504643158367;0.22619737762160852;0.25539146275427277;0.8188998765091022;0.927561275618686;1.2159357856266426;1.4342109390445936;13.671875;0.0036358750701380267;13.671875;0.01886658439733595
yaw_plus_30;30;31;5;Results_File_5_TOP_31.mat;30;30.48299789428711;0.8660254037844387;6.4;0.2563139088937902;0.5387570383864975;6.506672358782445;6.765246652129758;0.3923115113969966;0.36202553439345814;0.6578457367615189;0.6407140317326954;6.057146915111582;7.564395094168111;5.245643102941176;6.5509583158119655;72.46785006524104;81.8753405505934;10.616834187666639;10.369072124197109;29.670655794324738;33.530568029211906;0.40943688843498965;0.4627056243461059;0.6507794747993588;0.8030632709619235;1.0889911039219906;1.3617702135032357;11.71875;0.010894631328752043;11.71875;0.06898842629685574
