yaw_group;test;top;file_number;mat_file;yaw_target;yaw_actual_median;tsr_expected;tsr_median;tsr_std;pitot_velocity_median;u_blockage_corrected_median;ct_for_blockage_median;blockage_factor_median;rotor_thrust_drag_corrected_median;nacelle_drag_median;tower_drag_median;cp_median;cp_plus_std;cp_minus_std;cp_min;cp_max;ct_median;ct_plus_std;ct_minus_std;ct_min;ct_max
yaw_plus_30;3;3;5;Results_File_5_TOP_3.mat;30;30.761999130249023;8.2;9.560044706115818;1.0428530876972442;4.0436988106418035;4.272080599370872;0.5343444931881143;1.0560965950312133;4.685275700822895;0.18045353081696425;0.294504427551972;0.11355034319670206;0.1535080285251094;0.07359265786829472;0.02459907119329227;0.24030206582244143;0.4271282149809794;0.5452966900195899;0.30895973994236897;0.1995359306688502;0.570443357885712
yaw_plus_30;6;7;5;Results_File_5_TOP_7.mat;30;30.518999099731445;8.5;10.013164491551482;0.5150468334786125;4.037538051605225;4.307778043136704;0.5768249386087747;1.0666350848691477;5.063320451466669;0.18348185888906496;0.24996882178658522;0.09019236847284416;0.10504104584532449;0.07534369110036383;0.05220737952233853;0.11760023504887458;0.5070050658796532;0.5839514864376629;0.43005864532164345;0.34318803408185405;0.5704434988637331
yaw_plus_30;9;10;5;Results_File_5_TOP_10.mat;30;30.511087048438288;8.8;10.458123741786206;0.4443566182396464;4.045880732997771;4.312074025396557;0.5737561514995264;1.065803428204592;5.050241121426804;0.18384800133191176;0.24491946003178716;0.059366376906539536;0.06962070618735215;0.04911204762572692;0.030939001200190108;0.08678960995369318;0.5050950445999837;0.5753140927561777;0.43487599644378966;0.3643955577056656;0.5704427623099699
yaw_plus_30;12;13;5;Results_File_5_TOP_13.mat;30;30.46549725051849;7.6;8.292189020398979;0.5459096934087881;4.577320385724306;4.924086448225728;0.6107378432085699;1.076699358921536;6.858648707812576;0.23973852693797787;0.337552908359695;0.20204630198557422;0.23930151874467903;0.1647910852264694;0.11887369267613218;0.24171400573326143;0.5251400369413203;0.6057968918856586;0.444483181996982;0.3406981049233608;0.5704435151100739
yaw_plus_30;15;16;5;Results_File_5_TOP_16.mat;30;30.463855122366258;7.9;8.784503659295861;0.2768327619828803;4.579619281654876;4.932508898855067;0.6104978407539832;1.076621963500223;6.876610710940517;0.24055935460599692;0.29933977200350936;0.17792487612968977;0.19511203775706787;0.16073771450231167;0.13602584390535316;0.207875942624402;0.5266931377849924;0.5757959741932335;0.4775903013767513;0.43026456133952656;0.5704435266840512
yaw_plus_30;18;19;5;Results_File_5_TOP_19.mat;30;30.464998245239258;8.2;9.333657531881876;0.25113774791071275;4.579864895151507;4.92468753244472;0.6062679454852655;1.0752736450599238;6.8338874416882796;0.23979706051087696;0.2965134383561149;0.155617811550181;0.16925015943235341;0.1419854636680086;0.11585715440217201;0.18678856247369607;0.5243564276036964;0.5665399806015378;0.48217287460585506;0.43791994486225333;0.5704434645937271
yaw_plus_30;21;22;5;Results_File_5_TOP_22.mat;30;30.48299789428711;7;7.537649876592468;0.4230950874748239;5.045829349756241;5.409259979372219;0.5950562941683255;1.0718361536642473;8.13760110964284;0.2893091739212076;0.39975775085073467;0.24353197657461545;0.2822267901449507;0.20483716300428018;0.16172516057826275;0.2839181510939702;0.5179659400898533;0.5998178580603808;0.4361140221193258;0.34159242384370775;0.5704434444350909
yaw_plus_30;24;25;5;Results_File_5_TOP_25.mat;30;30.457264974713326;7.3;7.9223471599965265;0.2133149525884556;5.045838356018066;5.430409983408778;0.6092259771937351;1.0762135134307733;8.318691756525055;0.2915759725529082;0.3579747417122488;0.23081508068929102;0.2499490938241295;0.21168106755445254;0.18941729916140942;0.26157592836280263;0.5259948764507474;0.5712543709038483;0.4807353819976464;0.440476338897841;0.570403119980051
yaw_plus_30;27;28;5;Results_File_5_TOP_28.mat;30;30.419344344735144;7.6;8.349885731679723;0.17485035841438654;5.045838356018066;5.434840637907573;0.6124509547335134;1.0772544812363944;8.375741748995956;0.2920519584277612;0.35585808070312486;0.2169001563246548;0.23120119052785498;0.20259912212145464;0.18202284874143065;0.24281737964861347;0.5277578408555776;0.5611854951095776;0.4943301866015776;0.46718923287462977;0.5684646480072496
yaw_plus_30;30;31;5;Results_File_5_TOP_31.mat;30;30.48299789428711;6.4;6.75592635437207;0.4003916803465619;5.551671393215657;5.8979686212453375;0.5526692088040117;1.0603971270438786;9.166300473207123;0.34394691797928617;0.49564378514503105;0.26996489331224327;0.31448478311612366;0.22544500350836288;0.16665705149314688;0.3129194302069838;0.49150520758631594;0.5968244963328002;0.3861859188398316;0.2795606271719964;0.570443514565694
