Datei;Variable;Mittelwert;Median;Standardabweichung;Minimalwert;Maximalwert;RMS;Anzahl_Werte
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;218.58891026233024;139.52405293782698;879.0718835903945;-1057.04506429037;1627.5206705729079;905.8413151368385;20000
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;1179.437371686109;1152.8309148152682;225.2484651341721;677.6791915893555;1664.0485229492178;1200.7536736463217;20000
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;32.41872570264343;32.43042680293951;3.724255443389691;19.699026019135726;45.20631867708551;32.63194531116482;20000
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].Azimuth;180.01526865940093;180.1809908549003;103.7481011922483;0.0009980201721191406;359.9680013656616;207.7719072721654;20000
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_10.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_10.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_10.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_11.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-5.616169841330799;-5.59673958313807;2.6918113924914575;-9.564233595325097;-1.7029333114624037;6.227938042355624;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;2.3159387991509788;2.3083822419566444;1.5457304162930452;-0.031079933047297646;4.637380599975586;2.7843949147465326;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;708.9849331884354;708.9588620678667;0.23815238924960022;708.4645658369079;709.821526741816;708.9849731868586;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.584812169884301;4.584633029276325;0.014222621586270825;4.53269673931983;4.636139154434204;4.58483422994594;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Yaw;-28.804381560164114;-28.800579809373424;0.004460526990297105;-28.808998107910156;-28.799999237060547;28.80438190553346;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].YawDem;-30.0;-30.0;0.0;-30.0;-30.0;30.0;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;110.91614755217238;96.70489501953016;883.5489920094476;-1274.7866821288999;1462.85343933105;890.4836961274059;20000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;1266.5638562439601;1260.5917981465695;428.7900059682615;-3052.8864746094405;2584.796874999991;1337.1779504470724;20000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;169.84114492432874;169.83412939444156;3.144048214770646;158.90918038501334;180.97046265889264;169.87024326933673;20000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].Azimuth;180.2879712870003;180.5447460810392;104.06506407636552;0.0040105183943524025;359.97398340702057;208.16649622838037;20000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_11.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_11.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_11.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_12.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_12.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-7.555086910704752;-7.5235747714196375;1.8299891522937486;-10.419648078180122;-4.764590882485907;7.773557649224393;2000
Results_File_5_TOP_12.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;0.22750623603597733;0.24770857057270265;1.6280565153238988;-2.2885952144861195;2.6721946827826857;1.6438756353580566;2000
