Datei;Variable;Mittelwert;Median;Standardabweichung;Minimalwert;Maximalwert;RMS;Anzahl_Werte
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;958.0887665392559;936.0624491373677;209.57486059213605;532.1686579386405;1517.4742431640625;980.7424263082156;20000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;248.21620176740652;248.18536524279682;4.222945000381969;171.5577738907072;267.6012801185445;248.25212201371838;20000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Azimuth;180.25203709046255;180.27548599243175;104.08691091426248;0.02049589157286391;359.988998730978;208.14629926793103;20000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_15.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_15.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_16.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-5.817885206021188;-5.810794264198316;0.8680889829623182;-7.22452190145851;-4.519685053056287;5.882292644265563;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;-2.1175521723171387;-2.0839641466136007;1.1818683624844908;-3.994158206447505;-0.3055236570296788;2.4250443354146753;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;752.0209967650657;751.9976439420013;0.4017562495308043;751.1332939506399;752.9922770631114;752.0211040812663;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.5794484046023465;4.579619281654876;0.01371016291177328;4.532356554462064;4.623643044502505;4.579468927613991;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Yaw;30.46029063513947;30.463855122366258;0.020821419751476455;30.428998947143555;30.49199867248535;30.46029775147784;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].YawDem;30.0;30.0;0.0;30.0;30.0;30.0;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;163.09428711417507;105.44446055094069;883.7097915425172;-1155.8891601562484;1573.9390970865932;898.6338198384257;20000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;1576.3476048001605;1592.4556655883787;206.57925180486447;1140.2321065266926;2100.135498046875;1589.826015146142;20000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;145.65836354371552;145.63077291121937;3.53612664827832;120.50659379097733;157.95856258477366;145.701280234272;20000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].Azimuth;179.75910663294408;179.61548614502135;103.93484610941964;0.0009980201721191406;359.97399377822876;207.64341707182268;20000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_16.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_16.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_16.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_17.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-5.554925294481578;-5.516713480795596;1.1475117631939658;-7.390758991241455;-3.7632605491145856;5.672211056893051;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;2.2744019698185483;2.2936134722925;0.8054645297552501;0.9861091183077784;3.529887951910498;2.4128152496634176;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;797.9845368464177;797.9804283272888;0.24059521729951394;797.0948430034689;798.7024301666513;797.98457311658;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.584919851488705;4.584630758531632;0.013135539194156859;4.5376881659030905;4.6383529478503815;4.5849386677430175;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Yaw;-29.69394128876492;-29.690998077392578;0.00418715323037235;-29.69999885559082;-29.690998077392578;29.6939415839809;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].YawDem;-30.0;-30.0;0.0;-30.0;-30.0;30.0;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;185.22571811669664;209.9506543477313;906.6284640240607;-1188.124938964862;1550.3525594075745;925.356006318905;20000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;654.2602314932823;669.4570633570338;163.04184886266208;-129.61878458658853;997.0626144409151;674.2693045024358;20000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;108.75919301057188;108.74280513859347;4.326441293867611;93.99029168633439;131.81533537387747;108.84521192307957;20000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].Azimuth;179.74581047444357;179.59224510192826;103.81128448618223;0.005500316619873047;359.9904996554087;207.57008254993212;20000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_17.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_17.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_17.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_18.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-7.741343202706746;-7.678113915026168;0.9088690149144026;-9.260657633504566;-6.341518359799539;7.7945132925902065;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;0.24293513477626505;0.23803468865733615;0.7939130205953657;-1.1830921519187128;1.6571118608116757;0.8302501815595222;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;797.9805343562707;797.9871512237955;0.24363851459750302;797.0782822181222;798.5747284762764;797.9805715499878;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.5456478304650485;4.544687680659758;0.013333759594131217;4.497326250999201;4.588252525175775;4.545667386397349;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Yaw;0.32132723343015834;0.3240000009536743;0.004054567209820276;0.3149999976158142;0.3240000009536743;0.32135281305620844;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].YawDem;0.0;0.0;0.0;0.0;0.0;0.0;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;103.97032672535575;95.27762349446725;911.1057035671973;-1296.2647298177083;1552.347782135011;917.0187740237682;20000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;156.5440878926276;132.52352523802747;556.7564989195923;-4175.438313801382;2250.4234619140625;578.345788039765;20000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;218.0802865487092;218.08148868176346;3.9399763192428945;183.92301404250318;229.56558604488254;218.11587469637166;20000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].Azimuth;179.94581097369;179.96499252319336;103.75217141580042;0.0009957949314411962;359.98449325561705;207.71376449449036;20000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_18.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_18.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_18.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_19.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-5.814649117212082;-5.7754710619487435;0.7457881583707014;-7.122841819640113;-4.61377020805113;5.862281495583541;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;-2.1544538712834402;-2.14580675815386;0.8717362274124166;-3.66630984097719;-0.6464327535321553;2.3241332865546744;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;798.0038412730305;798.0028262842367;0.22831912071401056;797.3017172378932;798.6384053243727;798.0038739355423;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.579678174448711;4.579864895151507;0.013212327865601819;4.531983729331724;4.624099827581836;4.579697233129009;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Yaw;30.464700215131046;30.464998245239258;0.020193377967587422;30.437997817993164;30.500999450683594;30.46470690767136;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].YawDem;30.0;30.0;0.0;30.0;30.0;30.0;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;149.04994719473515;81.1697998047031;890.0877733199362;-1163.7005615234375;1561.010813395187;902.4810972936748;20000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;117.55902158422465;30.379992167159433;625.0977843698635;-4007.2153244018446;2063.088541666667;636.0561009690517;20000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;120.01039991784143;120.06638651138394;4.155403970042747;104.34452788380067;134.35054504026823;120.0823195586864;20000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].Azimuth;179.98877656574058;179.97024408976358;104.09487884714379;0.015993754070223076;359.9739964803084;207.92234966889353;20000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_19.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_19.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_19.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_2.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-5.916006805025521;-5.8790960215752825;2.178867541382428;-9.289471626281738;-2.6775612831115723;6.304490485360271;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;0.09399367262236738;0.11983765733807852;1.6449650285608484;-2.4393307715654347;2.6456117591550257;1.647648249985789;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;709.0590694711177;709.0690333289756;0.2121490488711668;708.5255266790498;709.6432079694633;709.0591012084016;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.006238073972174;4.006361961364746;0.015009987378451132;3.9532405324280244;4.05399013334705;4.006266192487137;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Yaw;1.117983826654828;1.1159999370574951;0.0038030126933369765;1.1069999933242798;1.125;1.1179902949343157;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].YawDem;0.0;0.0;0.0;0.0;0.0;0.0;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;143.52974225549707;126.58642578125;888.886645056468;-1227.3916015625048;1501.2533315022788;900.4000525720068;20000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;1346.131237460804;1373.9245096842442;155.56200274826702;824.4109039306645;1691.7909469604497;1355.089976778962;20000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;151.49561997156582;151.45725908050548;2.7372890869568502;134.7356606128568;162.32971796396382;151.52034722146945;20000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].Azimuth;180.03973202800765;180.06098779042077;104.13580343377916;0.0099945068359375;359.99200439453125;207.98694830569417;20000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_2.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_2.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_2.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_20.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-6.708384480820596;-6.660598011935703;2.4338034532654316;-10.312704563140883;-3.144742742180827;7.1362330113051495;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;2.9783523848651594;3.012598121166261;1.5707251023924995;0.438437712192537;5.44319850206375;3.3671590808451435;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;708.0019383098227;708.0277208529628;0.22408683350921932;707.202055079318;708.7308813395808;708.0019737722312;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;5.047619273231055;5.0475091273585955;0.012734021860189902;5.005574909845988;5.092735685408115;5.0476353357593435;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Yaw;-28.743099778307478;-28.74599838256836;0.00416281993647721;-28.74599838256836;-28.73699951171875;28.743100079754953;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].YawDem;-30.0;-30.0;0.0;-30.0;-30.0;30.0;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;32.57103953237527;16.39964485168773;846.6609814771882;-1282.78018951416;1368.422939300535;847.2872536348787;20000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Nodding;7.0054655766487475;-18.285291671754997;827.2171874606692;-1211.2458801269531;1249.6026191711426;827.2468505701822;20000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Torque;274.78014311130454;274.68655276433924;2.9685537741684356;265.21582549331964;286.159331053029;274.79617784783534;20000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].Azimuth;179.8671058176638;179.72143054008484;103.92196604300327;0.0099945068359375;359.9987533092535;207.7304762943218;20000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_20.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_20.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_20.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_21.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-8.783384225357821;-8.746870255470274;1.86429145192758;-11.697558943430602;-5.978933483362176;8.979054575399063;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;0.340506846276919;0.36001309901477196;1.6577736429001635;-2.2497568875551175;2.894158219918598;1.6923824518872594;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;707.9697764774654;708.0034675445199;0.20075980422863723;707.3706756511166;708.5343375795288;707.9698049423091;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;5.017497442869221;5.017898701131345;0.01269949070862408;4.973187311490376;5.066038362681866;5.017513514308002;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_21.mat;Data[0].ModelsData[0].Model1[0].Yaw;1.1230657153787091;1.125;0.003648711398383518;1.1159999370574951;1.125;1.123071642485002;2000
